UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Failure_Type,Temp_Diff,Power_W,Tool_Wear_Speed_Ratio
2667,H32080,H,299.7,309.2,1691,27.7,203,0,0,0,0,0,0,No Failure,9.5,4905.146633633447,0.12004730857452804
2668,M17527,M,299.8,309.3,1663,35.2,208,0,0,0,0,0,0,No Failure,9.5,6130.043137292597,0.12507516461169474
2669,M17528,M,299.8,309.3,1640,31.1,211,0,0,0,0,0,0,No Failure,9.5,5341.126390123128,0.1286585358008626
2670,H32083,H,299.7,309.3,1494,37.8,214,0,0,0,0,0,0,No Failure,9.600000000000023,5913.85967482357,0.14323962420857012
2671,L49850,L,299.8,309.4,1467,46.2,219,0,0,0,0,0,0,No Failure,9.599999999999966,7097.423291136989,0.14928425256111622
2672,M17531,M,299.7,309.3,1399,41.9,221,1,1,0,0,0,0,TWF,9.600000000000023,6138.473077579728,0.157969977426948
2673,L49852,L,299.7,309.3,1445,42.6,0,0,0,0,0,0,0,No Failure,9.600000000000023,6446.233965900896,0.0
2674,L49853,L,299.8,309.4,1480,40.9,2,0,0,0,0,0,0,No Failure,9.599999999999966,6338.896216903245,0.001351351342220599
2675,L49854,L,299.7,309.3,1546,37.2,4,0,0,0,0,0,0,No Failure,9.600000000000023,6022.558780637778,0.0025873221048685504
2676,L49855,L,299.7,309.3,1574,35.8,6,0,0,0,0,0,0,No Failure,9.600000000000023,5900.874425188732,0.0038119440672684623
2677,L49856,L,299.7,309.3,1592,34.2,8,0,0,0,0,0,0,No Failure,9.600000000000023,5701.613675147044,0.005025125596575844
2678,L49857,L,299.8,309.5,1495,39.6,10,0,0,0,0,0,0,No Failure,9.699999999999989,6199.6189425940975,0.006688963165960113
2679,L49858,L,299.8,309.6,1447,43.1,12,0,0,0,0,0,0,No Failure,9.800000000000011,6530.920831866165,0.008293019984153284
2680,L49859,L,299.8,309.5,1476,44.4,14,0,0,0,0,0,0,No Failure,9.699999999999989,6862.746319913831,0.00948509478668635
2681,L49860,L,299.8,309.5,1641,27.1,16,0,0,0,0,0,0,No Failure,9.699999999999989,4657.002701901902,0.009750152286714489
2682,L49861,L,299.8,309.5,1545,32.2,18,0,0,0,0,0,0,No Failure,9.699999999999989,5209.703097447954,0.011650485361485531
2683,M17542,M,299.9,309.6,1364,44.4,20,0,0,0,0,0,0,No Failure,9.700000000000045,6341.995921654786,0.014662756490742255
2684,L49863,L,299.8,309.5,1590,28.5,23,0,0,0,0,0,0,No Failure,9.699999999999989,4745.375703247382,0.014465408714054034
2685,L49864,L,299.8,309.4,1460,37.4,25,0,0,0,0,0,0,No Failure,9.599999999999966,5718.117508553902,0.017123287553950085
2686,L49865,L,299.8,309.4,1609,32.5,27,0,0,0,0,0,0,No Failure,9.599999999999966,5476.057794594809,0.016780608969666818
2687,L49866,L,299.8,309.4,1633,27.5,29,0,0,0,0,0,0,No Failure,9.599999999999966,4702.702403036121,0.017758726161918394
2688,L49867,L,299.9,309.4,1348,52.8,31,0,0,0,0,0,0,No Failure,9.5,7453.365738788712,0.022997032470348424
2689,L49868,L,299.9,309.4,1322,53.9,33,0,0,0,0,0,0,No Failure,9.5,7461.889926855451,0.024962178328576563
2690,L49869,L,300.0,309.5,1641,30.1,35,0,0,0,0,0,0,No Failure,9.5,5172.538056355987,0.021328458127187946
2691,L49870,L,300.0,309.5,1728,26.0,37,0,0,0,0,0,0,No Failure,9.5,4704.849158016074,0.021412036913124786
2692,L49871,L,300.0,309.6,1431,47.7,39,0,0,0,0,0,0,No Failure,9.600000000000023,7148.03434878632,0.027253668572650814
2693,L49872,L,300.1,309.7,1641,30.4,41,0,0,0,0,0,0,No Failure,9.599999999999966,5224.091591801394,0.02498476523470588
2694,M17553,M,300.1,309.6,1622,36.1,43,0,0,0,0,0,0,No Failure,9.5,6131.781485227582,0.026510480724349687
2695,M17554,M,300.1,309.6,1625,38.0,46,0,0,0,0,0,0,No Failure,9.5,6466.44487863899,0.028307692133491127
2696,L49875,L,300.0,309.5,1869,22.7,49,0,0,0,0,0,0,No Failure,9.5,4442.871746633221,0.026217228324145383
2697,L49876,L,300.0,309.6,1452,46.0,51,0,0,0,0,0,0,No Failure,9.600000000000023,6994.441883952316,0.035123966700248165
2698,L49877,L,300.0,309.6,1618,28.7,53,0,0,0,0,0,0,No Failure,9.600000000000023,4862.829380589593,0.03275648929075099
2699,L49878,L,300.0,309.4,2010,20.0,55,0,0,0,0,0,0,No Failure,9.399999999999977,4209.734155810323,0.02736318394346675
2700,L49879,L,299.9,309.4,1363,60.9,57,0,0,0,0,0,0,No Failure,9.5,8692.441297291063,0.04181951546720825
2701,L49880,L,299.9,309.3,1473,40.4,59,0,0,0,0,0,0,No Failure,9.400000000000034,6231.788851366857,0.04005431065815132
2702,L49881,L,299.9,309.2,1333,50.8,61,0,0,0,0,0,0,No Failure,9.300000000000011,7091.244825584929,0.0457614400167934
2703,L49882,L,299.8,309.2,1760,25.9,63,0,0,0,0,0,0,No Failure,9.399999999999977,4773.545317374571,0.035795454342071285
2704,M17563,M,299.8,309.2,1372,58.2,65,0,0,0,0,0,0,No Failure,9.399999999999977,8361.91433420688,0.04737609294915384
2705,M17564,M,299.7,309.2,1608,34.4,68,0,0,0,0,0,0,No Failure,9.5,5792.594198395003,0.04228855695094181
2706,L49885,L,299.7,309.2,1326,64.8,71,0,0,0,0,0,0,No Failure,9.5,8998.024014705741,0.05354449431716068
2707,M17566,M,299.6,309.1,1560,37.1,73,0,0,0,0,0,0,No Failure,9.5,6060.760547305428,0.04679487149490467
2708,M17567,M,299.6,309.0,1539,36.1,76,0,0,0,0,0,0,No Failure,9.399999999999977,5818.009682962545,0.04938271572850737
2709,L49888,L,299.6,309.1,2266,15.3,79,0,0,0,0,0,0,No Failure,9.5,3630.6129660475804,0.034863194903516345
2710,L49889,L,299.6,309.1,1641,35.8,81,0,0,0,0,0,0,No Failure,9.5,6152.055229818748,0.0493601459514921
2711,L49890,L,299.6,309.1,1574,39.2,83,0,0,0,0,0,0,No Failure,9.5,6461.2926666871035,0.05273189293054706
2712,L49891,L,299.6,309.1,1407,50.6,85,0,0,0,0,0,0,No Failure,9.5,7455.439189940082,0.06041222416196003
2713,H32126,H,299.7,309.2,1302,55.5,87,0,0,0,0,0,0,No Failure,9.5,7567.154224701735,0.06682027598448328
2714,M17573,M,299.6,309.2,1651,30.8,92,0,0,0,0,0,0,No Failure,9.599999999999966,5325.083323638795,0.05572380341778435
2715,M17574,M,299.6,309.1,1366,55.2,95,0,0,0,0,0,0,No Failure,9.5,7896.204639238729,0.06954611954944276
2716,M17575,M,299.5,309.0,1701,28.6,98,0,0,0,0,0,0,No Failure,9.5,5094.46947891428,0.05761316838557808
2717,L49896,L,299.5,309.0,1498,44.6,101,0,0,0,0,0,0,No Failure,9.5,6996.410615348565,0.06742323052454452
2718,M17577,M,299.5,309.1,1422,45.3,103,0,0,0,0,0,0,No Failure,9.600000000000023,6745.690577641075,0.07243319217698177
2719,L49898,L,299.5,309.1,1357,47.3,106,0,0,0,0,0,0,No Failure,9.600000000000023,6721.552674085993,0.07811348505443268
2720,L49899,L,299.5,309.2,1690,29.2,108,0,0,0,0,0,0,No Failure,9.699999999999989,5167.710475644971,0.06390532506564897
2721,L49900,L,299.6,309.2,1559,39.1,110,0,0,0,0,0,0,No Failure,9.599999999999966,6383.391640853589,0.07055804957948654
2722,M17581,M,299.6,309.3,1553,32.4,112,0,0,0,0,0,0,No Failure,9.699999999999989,5269.204862306944,0.07211847989621069
2723,L49902,L,299.6,309.3,1558,34.8,115,0,0,0,0,0,0,No Failure,9.699999999999989,5677.737570979761,0.07381257975730052
2724,L49903,L,299.7,309.4,1362,51.9,117,0,0,0,0,0,0,No Failure,9.699999999999989,7402.409105947485,0.08590308306972773
2725,M17584,M,299.8,309.3,1470,42.7,119,0,0,0,0,0,0,No Failure,9.5,6573.154309105924,0.08095238040168448
2726,L49905,L,299.8,309.4,1555,34.8,122,0,0,0,0,0,0,No Failure,9.599999999999966,5666.804828545268,0.0784565911353274
2727,M17586,M,299.8,309.4,1423,42.9,124,0,0,0,0,0,0,No Failure,9.599999999999966,6392.795474863334,0.08713984478468134
2728,L49907,L,299.7,309.3,1434,38.5,127,0,0,0,0,0,0,No Failure,9.600000000000023,5781.472960401296,0.08856345823874855
2729,L49908,L,299.7,309.3,1779,25.5,129,0,0,0,0,0,0,No Failure,9.600000000000023,4750.559331125805,0.07251264714720265
2730,L49909,L,299.7,309.3,1417,54.6,131,0,0,0,0,0,0,No Failure,9.600000000000023,8101.978958048861,0.09244883491567513
2731,L49910,L,299.6,309.2,1425,45.9,133,0,0,0,0,0,0,No Failure,9.599999999999966,6849.457382989146,0.09333333267836258
2732,M17591,M,299.7,309.2,1597,32.9,135,0,0,0,0,0,0,No Failure,9.5,5502.112069668579,0.08453349978376018
2733,L49912,L,299.7,309.2,1346,57.4,138,0,0,0,0,0,0,No Failure,9.5,8090.690168446961,0.10252600221005942
2734,L49913,L,299.7,309.2,1422,40.4,140,0,0,0,0,0,0,No Failure,9.5,6016.024267918309,0.09845288257065483
2735,H32148,H,299.7,309.2,1572,32.8,142,0,0,0,0,0,0,No Failure,9.5,5399.518125577849,0.09033078822944791
2736,L49915,L,299.7,309.2,1412,45.4,147,0,0,0,0,0,0,No Failure,9.5,6713.038957994765,0.10410764798790617
2737,M17596,M,299.7,309.1,1576,36.4,149,0,0,0,0,0,0,No Failure,9.400000000000034,6007.39536009645,0.09454314660822877
2738,M17597,M,299.7,309.1,1508,41.2,152,0,0,0,0,0,0,No Failure,9.400000000000034,6506.196497682414,0.1007957552997629
2739,M17598,M,299.8,309.1,1496,44.4,155,0,0,0,0,0,0,No Failure,9.300000000000011,6955.737462460089,0.10360962497587149
2740,L49919,L,299.8,309.2,1572,35.4,158,0,0,0,0,0,0,No Failure,9.399999999999977,5827.528708702922,0.10050890521304767
2741,L49920,L,299.6,309.0,1525,42.8,160,0,0,0,0,0,0,No Failure,9.399999999999977,6835.058416660192,0.10491803209889815
2742,L49921,L,299.6,309.0,1378,51.9,162,0,0,0,0,0,0,No Failure,9.399999999999977,7489.368390598851,0.11756168274628677
2743,L49922,L,299.6,309.1,1369,51.4,164,0,0,0,0,0,0,No Failure,9.5,7368.773120603051,0.11979547027176428
2744,L49923,L,299.6,309.1,1476,45.3,166,0,0,0,0,0,0,No Failure,9.5,7001.856042614787,0.11246612389928101
2745,L49924,L,299.7,309.2,1620,30.0,168,0,0,0,0,0,0,No Failure,9.5,5089.380098815464,0.10370370306355739
2746,M17605,M,299.7,309.1,1603,38.5,170,0,0,0,0,0,0,No Failure,9.400000000000034,6462.832047087362,0.10605115342450934
2747,L49926,L,299.7,309.2,1411,46.1,173,0,0,0,0,0,0,No Failure,9.5,6811.716383244021,0.12260807850738428
2748,L49927,L,299.7,309.2,1616,31.6,175,0,0,0,0,0,0,No Failure,9.5,5347.577127038498,0.10829207853779654
2749,L49928,L,299.7,309.2,1631,35.1,177,0,0,0,0,0,0,No Failure,9.5,5995.007013065794,0.10852237824327175
2750,M17609,M,299.7,309.2,1685,28.9,179,1,0,0,0,0,0,No Failure,9.5,5099.485555184511,0.106231453375481
2751,H32164,H,299.7,309.2,1456,40.6,182,0,0,0,0,0,0,No Failure,9.5,6190.361716241519,0.12499999914148352
2752,L49931,L,299.7,309.1,1417,50.1,187,0,0,0,0,0,0,No Failure,9.400000000000034,7434.233439528351,0.13196894755138358
2753,M17612,M,299.7,309.1,1851,24.7,189,0,0,0,0,0,0,No Failure,9.400000000000034,4787.755788144309,0.10210696865420331
2754,L49933,L,299.7,309.1,1715,27.8,192,0,0,0,0,0,0,No Failure,9.400000000000034,4992.723764840019,0.11195335211689007
2755,H32168,H,299.6,309.1,1630,32.3,194,0,0,0,0,0,0,No Failure,9.5,5513.390387294967,0.1190184041778012
2756,L49935,L,299.7,309.2,1478,38.8,199,0,0,0,0,0,0,No Failure,9.5,6005.300964994057,0.1346414063962016
2757,L49936,L,299.7,309.2,1781,29.6,201,0,0,0,0,0,0,No Failure,9.5,5520.574162496176,0.11285794434105591
2758,L49937,L,299.8,309.2,1439,36.1,203,0,0,0,0,0,0,No Failure,9.399999999999977,5439.971366980573,0.14107018664996396
2759,M17618,M,299.7,309.2,1412,45.3,205,0,0,0,0,0,0,No Failure,9.5,6698.252528571868,0.14518413494912086
2760,L49939,L,299.7,309.1,1483,41.1,208,0,0,0,0,0,0,No Failure,9.400000000000034,6382.8052102249185,0.14025623641094917
2761,L49940,L,299.8,309.2,1400,42.6,210,0,0,0,0,0,0,No Failure,9.399999999999977,6245.486195336509,0.14999999892857144
2762,L49941,L,299.8,309.3,1299,65.1,212,1,0,0,0,1,0,OSF,9.5,8855.615619718516,0.16320246217704032
2763,L49942,L,299.8,309.2,1479,44.4,214,0,0,0,0,0,0,No Failure,9.399999999999977,6876.694991295769,0.1446923587241896
2764,L49943,L,299.8,309.2,1491,47.5,216,0,0,0,0,0,0,No Failure,9.399999999999977,7416.514856962103,0.144869214320126
2765,M17624,M,299.9,309.3,1389,52.8,0,0,0,0,0,0,0,No Failure,9.400000000000034,7680.063064671751,0.0
2766,M17625,M,299.9,309.4,1399,54.8,3,0,0,0,0,0,0,No Failure,9.5,8028.360970199739,0.0021443888338499727
2767,M17626,M,299.9,309.4,1889,26.0,6,0,0,0,0,0,0,No Failure,9.5,5143.20605294697,0.003176283731200192
2768,L49947,L,300.0,309.5,1925,21.9,9,0,0,0,0,0,0,No Failure,9.5,4414.723076457056,0.004675324651037274
2769,L49948,L,300.0,309.5,1675,30.2,11,0,0,0,0,0,0,No Failure,9.5,5297.2488127279885,0.006567164139897528
2770,M17629,M,300.0,309.6,1477,38.1,13,0,0,0,0,0,0,No Failure,9.600000000000023,5892.968083677198,0.00880162485577776
2771,L49950,L,300.0,309.6,1364,45.9,16,0,0,0,0,0,0,No Failure,9.600000000000023,6556.25254062961,0.011730205192593804
2772,L49951,L,299.9,309.5,1451,39.4,18,0,0,0,0,0,0,No Failure,9.600000000000023,5986.765568337877,0.0124052376815628
2773,L49952,L,299.9,309.4,1467,41.2,20,0,0,0,0,0,0,No Failure,9.5,6329.303887334285,0.01363326507407454
2774,L49953,L,299.9,309.4,1858,22.5,22,0,0,0,0,0,0,No Failure,9.5,4377.809362777377,0.01184068884908133
2775,L49954,L,300.1,309.4,1559,39.7,24,0,0,0,0,0,0,No Failure,9.299999999999955,6481.346499792518,0.015394483544615244
2776,L49955,L,300.1,309.4,1560,47.7,26,0,0,0,0,0,0,No Failure,9.299999999999955,7792.406417964123,0.01666666655982906
2777,L49956,L,300.1,309.4,1453,47.6,28,0,0,0,0,0,0,No Failure,9.299999999999955,7242.711479390005,0.019270474746934104
2778,L49957,L,300.1,309.4,1464,41.7,30,0,0,0,0,0,0,No Failure,9.299999999999955,6393.015386349085,0.020491803138717193
2779,L49958,L,300.0,309.4,1308,50.2,32,0,0,0,0,0,0,No Failure,9.399999999999977,6876.066672765052,0.024464831617241348
2780,L49959,L,300.1,309.5,1353,50.9,34,0,0,0,0,0,0,No Failure,9.399999999999977,7211.808679654193,0.025129342016782394
2781,M17640,M,300.2,309.6,1556,35.8,36,0,0,0,0,0,0,No Failure,9.400000000000034,5833.393014989622,0.02313624663794186
2782,L49961,L,300.2,309.5,2183,17.8,39,0,0,0,0,0,0,No Failure,9.300000000000011,4069.137412586668,0.01786532286823031
2783,M17642,M,300.2,309.6,1491,41.8,41,0,0,0,0,0,0,No Failure,9.400000000000034,6526.533074126651,0.027498323088542435
2784,M17643,M,300.2,309.6,1528,35.1,44,0,0,0,0,0,0,No Failure,9.400000000000034,5616.413682381689,0.028795811329870344
2785,L49964,L,300.2,309.6,1430,52.7,47,0,0,0,0,0,0,No Failure,9.400000000000034,7891.78546557268,0.03286713263729278
2786,L49965,L,300.2,309.5,1495,32.6,49,0,0,0,0,0,0,No Failure,9.300000000000011,5103.7267052668585,0.03277591951320455
2787,M17646,M,300.2,309.5,1630,28.3,51,0,0,0,0,0,0,No Failure,9.300000000000011,4830.617583914785,0.031288343366329185
2788,M17647,M,300.3,309.6,1524,38.4,54,0,0,0,0,0,0,No Failure,9.300000000000011,6128.367621210681,0.03543307063364127
2789,L49968,L,300.3,309.6,1326,52.4,57,0,0,0,0,0,0,No Failure,9.300000000000011,7276.179913126247,0.042986425015185334
2790,H32203,H,300.3,309.5,1438,44.0,59,0,0,0,0,0,0,No Failure,9.199999999999989,6625.828345931113,0.04102920694694571
2791,L49970,L,300.4,309.6,1356,45.9,64,0,0,0,0,0,0,No Failure,9.200000000000045,6517.799446549672,0.04719763976992891
2792,H32205,H,300.4,309.6,1416,43.3,66,0,0,0,0,0,0,No Failure,9.200000000000045,6420.661401700674,0.046610169162357565
2793,L49972,L,300.4,309.7,1584,32.6,71,0,0,0,0,0,0,No Failure,9.300000000000011,5407.560602771039,0.04482323204025737
2794,L49973,L,300.3,309.6,1597,31.8,73,0,0,0,0,0,0,No Failure,9.300000000000011,5318.150875849873,0.04571070729047773
2795,L49974,L,300.4,309.6,1553,43.9,75,0,0,0,0,0,0,No Failure,9.200000000000045,7139.447328866508,0.04829362493049823
2796,M17655,M,300.3,309.5,1405,49.4,77,0,0,0,0,0,0,No Failure,9.199999999999989,7268.284043590225,0.054804270072567475
2797,L49976,L,300.2,309.5,1539,35.3,80,0,0,0,0,0,0,No Failure,9.300000000000011,5689.07872045922,0.05198180603000776
2798,M17657,M,300.3,309.6,1398,53.7,82,0,0,0,0,0,0,No Failure,9.300000000000011,7861.584288196171,0.05865522132578525
2799,L49978,L,300.3,309.6,1568,39.6,85,0,0,0,0,0,0,No Failure,9.300000000000011,6502.34281069401,0.05420918332774756
2800,L49979,L,300.3,309.6,1404,44.6,87,0,0,0,0,0,0,No Failure,9.300000000000011,6557.383513984904,0.061965811524460034
2801,M17660,M,300.2,309.5,1500,45.7,89,0,0,0,0,0,0,No Failure,9.300000000000011,7178.539213452678,0.05933333293777778
2802,M17661,M,300.2,309.5,1642,28.8,92,0,0,0,0,0,0,No Failure,9.300000000000011,4952.155331706663,0.05602923230189262
2803,M17662,M,300.3,309.6,1509,46.6,95,0,0,0,0,0,0,No Failure,9.300000000000011,7363.830348161403,0.062955599317723
2804,L49983,L,300.2,309.5,1343,50.2,98,0,0,0,0,0,0,No Failure,9.300000000000011,7060.059282510294,0.07297095999277022
2805,L49984,L,300.1,309.5,1450,40.1,100,0,0,0,0,0,0,No Failure,9.399999999999977,6088.930161432618,0.06896551676575506
2806,L49985,L,300.0,309.4,1460,43.5,102,0,0,0,0,0,0,No Failure,9.399999999999977,6650.751647649591,0.06986301322011634
2807,L49986,L,300.0,309.3,1364,41.2,104,0,0,0,0,0,0,No Failure,9.300000000000011,5884.915134508496,0.07624633375185973
2808,M17667,M,299.9,309.3,1452,41.9,106,0,0,0,0,0,0,No Failure,9.400000000000034,6371.024237773957,0.07300275431816285
2809,L49988,L,299.9,309.3,1471,41.8,109,0,0,0,0,0,0,No Failure,9.400000000000034,6438.987358846616,0.0740992517056475
2810,L49989,L,299.9,309.2,1598,34.6,111,0,0,0,0,0,0,No Failure,9.300000000000011,5790.039036370084,0.06946182684942537
2811,L49990,L,299.8,309.1,1772,24.8,113,0,0,0,0,0,0,No Failure,9.300000000000011,4601.97247058652,0.06376975133312782
2812,L49991,L,299.9,309.2,1761,25.6,115,0,0,0,0,0,0,No Failure,9.300000000000011,4720.934112402454,0.06530380428561156
2813,M17672,M,300.0,309.3,1413,40.7,117,0,0,0,0,0,0,No Failure,9.300000000000011,6022.338869152026,0.08280254718469535
2814,L49993,L,300.0,309.3,1887,22.6,120,0,0,0,0,0,0,No Failure,9.300000000000011,4465.899620784035,0.0635930044324695
2815,L49994,L,300.0,309.3,1395,56.5,122,0,0,0,0,0,0,No Failure,9.300000000000011,8253.749299143783,0.08745519650569752
2816,M17675,M,300.1,309.4,1569,31.6,124,0,0,0,0,0,0,No Failure,9.299999999999955,5192.047346734779,0.07903122957915086
2817,L49996,L,300.1,309.4,1434,47.3,127,0,0,0,0,0,0,No Failure,9.299999999999955,7102.952494207307,0.08856345823874855
2818,L49997,L,300.2,309.5,1417,41.1,129,0,0,0,0,0,0,No Failure,9.300000000000011,6098.74240248733,0.09103740232154268
2819,L49998,L,300.2,309.5,1729,28.4,131,0,0,0,0,0,0,No Failure,9.300000000000011,5142.116967493725,0.07576633848602465
2820,L49999,L,300.2,309.5,1356,51.1,133,0,0,0,0,0,0,No Failure,9.300000000000011,7256.199383849417,0.09808259514688351
2821,L50000,L,300.2,309.5,1436,48.8,135,0,0,0,0,0,0,No Failure,9.300000000000011,7338.425335569374,0.09401114140660766
2822,M17681,M,300.3,309.6,1419,42.5,137,0,0,0,0,0,0,No Failure,9.300000000000011,6315.386631878881,0.09654686330833782
2823,L50002,L,300.3,309.6,1593,38.1,140,0,0,0,0,0,0,No Failure,9.300000000000011,6355.787513404046,0.08788449411246395
2824,M17683,M,300.3,309.5,1320,62.2,142,0,0,0,0,0,0,No Failure,9.199999999999989,8597.910774344546,0.10757575676078972
2825,M17684,M,300.3,309.5,1448,42.4,145,0,0,0,0,0,0,No Failure,9.199999999999989,6429.290309522536,0.10013812085539972
2826,L50005,L,300.3,309.4,1470,33.5,148,0,0,0,0,0,0,No Failure,9.099999999999966,5156.924340867645,0.10068027142394373
2827,M17686,M,300.3,309.4,1612,33.1,150,0,0,0,0,0,0,No Failure,9.099999999999966,5587.55291787071,0.09305210860389511
2828,L50007,L,300.4,309.4,1412,51.6,153,0,0,0,0,0,0,No Failure,9.0,7629.797582214314,0.10835693974251459
2829,M17688,M,300.4,309.4,1875,23.9,155,0,0,0,0,0,0,No Failure,9.0,4692.754026299753,0.08266666622577779
2830,L50009,L,300.3,309.3,1612,36.0,158,0,0,0,0,0,0,No Failure,9.0,6077.096829104095,0.09801488772943619
2831,M17690,M,300.4,309.3,1411,41.6,160,0,0,0,0,0,0,No Failure,8.900000000000034,6146.798298111741,0.11339475468891032
2832,M17691,M,300.3,309.2,1490,47.9,163,0,0,0,0,0,0,No Failure,8.899999999999977,7473.953642645237,0.10939597242016126
2833,M17692,M,300.4,309.3,1467,40.3,166,0,0,0,0,0,0,No Failure,8.900000000000034,6191.042394649798,0.11315610011481868
2834,L50013,L,300.3,309.2,1807,26.4,169,0,0,0,0,0,0,No Failure,8.899999999999977,4995.634974032345,0.09352517933854355
2835,L50014,L,300.3,309.1,1368,46.0,171,0,0,0,0,0,0,No Failure,8.800000000000011,6589.804750169949,0.12499999908625732
2836,L50015,L,300.3,309.2,1572,32.0,173,0,0,0,0,0,0,No Failure,8.899999999999977,5267.822561539365,0.11005088988517246
2837,M17696,M,300.3,309.1,1458,44.3,175,0,0,0,0,0,0,No Failure,8.800000000000011,6763.786151325751,0.12002743401901624
2838,L50017,L,300.3,309.1,1699,30.3,178,0,0,0,0,0,0,No Failure,8.800000000000011,5390.941577633549,0.10476750968353438
2839,L50018,L,300.3,309.3,1478,39.5,180,0,0,0,0,0,0,No Failure,9.0,6113.644023640857,0.12178619674028283
2840,M17699,M,300.4,309.4,1362,42.1,182,0,0,0,0,0,0,No Failure,9.0,6004.651702512315,0.13362701810846536
2841,H32254,H,300.4,309.4,1487,38.9,185,0,0,0,0,0,0,No Failure,9.0,6057.440931068135,0.12441156607658664
2842,L50021,L,300.3,309.4,1705,29.4,190,0,0,0,0,0,0,No Failure,9.099999999999966,5249.287164883185,0.11143694949303842
2843,L50022,L,300.3,309.3,1345,53.5,192,0,0,0,0,0,0,No Failure,9.0,7535.3717790229175,0.14275092830668454
2844,L50023,L,300.3,309.2,1532,40.2,194,0,0,0,0,0,0,No Failure,8.899999999999977,6449.312726701415,0.1266318529593221
2845,L50024,L,300.3,309.2,1650,35.2,196,0,0,0,0,0,0,No Failure,8.899999999999977,6082.12337734984,0.11878787806795225
2846,L50025,L,300.3,309.2,1398,54.4,198,0,0,0,0,0,0,No Failure,8.899999999999977,7964.063040556269,0.14163090027445707
2847,L50026,L,300.3,309.2,1412,44.8,200,0,0,0,0,0,0,No Failure,8.899999999999977,6624.320381457389,0.1416430584869472
2848,L50027,L,300.4,309.3,1525,39.6,202,0,0,0,0,0,0,No Failure,8.900000000000034,6324.026011676253,0.13245901552485892
2849,M17708,M,300.3,309.3,1391,57.9,204,0,0,0,0,0,0,No Failure,9.0,8434.013885606766,0.1466570801821921
2850,L50029,L,300.4,309.3,1766,28.2,207,0,0,0,0,0,0,No Failure,8.900000000000034,5215.1694686652,0.11721404237138142
